36911;Rolling Hand Backward
94667;Zooming Out With Full Hand
99333;Swiping Right
83035;Stop Sign
26506;Turning Hand Counterclockwise
22098;Zooming In With Full Hand
4897;Pulling Two Fingers In
130265;Rolling Hand Backward
79206;Drumming Fingers
16259;Thumb Up
36442;Pulling Two Fingers In
22090;Doing other things
95502;Thumb Up
75948;Sliding Two Fingers Down
127858;Swiping Down
56490;Thumb Down
36061;Sliding Two Fingers Down
25627;Thumb Down
73497;Zooming Out With Two Fingers
41548;Doing other things
46743;Turning Hand Counterclockwise
35664;Swiping Down
19411;Turning Hand Clockwise
40196;Zooming In With Full Hand
99962;Drumming Fingers
45527;Zooming Out With Two Fingers
9192;Doing other things
99162;Swiping Right
129419;Doing other things
71932;Doing other things
101135;Zooming In With Two Fingers
91946;Sliding Two Fingers Right
138205;Swiping Down
9626;Pushing Hand Away
56560;Pushing Two Fingers Away
34733;Thumb Up
91234;Swiping Right
92880;Thumb Up
81100;Rolling Hand Backward
25495;Zooming In With Two Fingers
115388;Zooming Out With Full Hand
59174;Pulling Hand In
23756;Zooming Out With Full Hand
40833;Swiping Down
4366;Swiping Down
134206;Rolling Hand Backward
134735;Sliding Two Fingers Up
87541;Drumming Fingers
144547;Pushing Two Fingers Away
45469;Pushing Hand Away
25702;Doing other things
37798;Stop Sign
32933;Zooming In With Full Hand
59039;Swiping Right
146953;Doing other things
118816;Doing other things
126492;Drumming Fingers
77378;Zooming In With Full Hand
87616;Doing other things
611;Sliding Two Fingers Down
23500;Turning Hand Clockwise
67377;Doing other things
49756;Turning Hand Clockwise
43062;Rolling Hand Forward
10364;Thumb Down
143564;Swiping Left
97475;No gesture
137660;Zooming In With Two Fingers
76805;Doing other things
115876;Shaking Hand
85329;Zooming In With Full Hand
15806;Turning Hand Clockwise
135698;Swiping Left
79006;Swiping Up
12663;Thumb Down
91593;Stop Sign
49796;Rolling Hand Backward
33158;Rolling Hand Backward
144065;Sliding Two Fingers Down
88432;Sliding Two Fingers Right
121973;Drumming Fingers
82967;Turning Hand Counterclockwise
92512;Doing other things
118330;Swiping Left
63372;Thumb Down
72353;No gesture
123407;No gesture
117740;Rolling Hand Backward
130210;Zooming In With Two Fingers
16010;Sliding Two Fingers Down
116695;Stop Sign
27705;Swiping Left
63212;Sliding Two Fingers Left
136201;Doing other things
139030;No gesture
64349;Rolling Hand Backward
15181;Turning Hand Clockwise
66980;Drumming Fingers
8228;Zooming In With Two Fingers
57788;Thumb Up
73119;Pushing Hand Away
28071;Rolling Hand Backward
58809;Pushing Two Fingers Away
99789;Swiping Right
85608;Shaking Hand
92143;Swiping Up
136470;Sliding Two Fingers Down
23435;Sliding Two Fingers Down
54146;Sliding Two Fingers Down
2007;Swiping Up
114970;Shaking Hand
38340;Sliding Two Fingers Left
75284;Turning Hand Clockwise
22967;Thumb Up
86960;Doing other things
141327;Swiping Down
2736;Sliding Two Fingers Left
139230;Pulling Hand In
147497;Rolling Hand Backward
132933;Sliding Two Fingers Down
15131;Sliding Two Fingers Right
144479;Thumb Up
61889;Zooming Out With Full Hand
64499;Swiping Down
71428;Rolling Hand Backward
115158;Doing other things
112290;Rolling Hand Forward
51590;Rolling Hand Backward
72586;Doing other things
105947;Stop Sign
43692;No gesture
112326;Doing other things
11497;Pushing Two Fingers Away
93797;Zooming Out With Two Fingers
84404;Zooming In With Full Hand
49455;Zooming In With Full Hand
60513;Pulling Hand In
68214;Doing other things
79790;Pulling Hand In
145101;Zooming In With Full Hand
17136;Swiping Right
8316;No gesture
93057;Doing other things
137780;Rolling Hand Backward
123741;Stop Sign
53777;Doing other things
48578;Shaking Hand
131448;Rolling Hand Backward
39109;Sliding Two Fingers Right
102001;Pushing Two Fingers Away
116796;Shaking Hand
64173;Rolling Hand Backward
61240;Swiping Right
76922;Zooming Out With Two Fingers
91819;Swiping Down
55350;Doing other things
121472;No gesture
31126;Doing other things
29517;Doing other things
73190;Swiping Right
96178;Sliding Two Fingers Left
7799;Zooming Out With Two Fingers
54293;Drumming Fingers
7136;Sliding Two Fingers Right
142014;Pushing Hand Away
74420;Doing other things
6019;Pushing Two Fingers Away
97533;Sliding Two Fingers Down
71095;Thumb Down
60672;Doing other things
21619;Swiping Left
3838;Shaking Hand
32604;Sliding Two Fingers Left
69315;Zooming Out With Full Hand
11270;Turning Hand Counterclockwise
47054;Rolling Hand Forward
138345;Pulling Two Fingers In
143161;Sliding Two Fingers Down
120921;Pulling Hand In
131256;Doing other things
45066;Pulling Hand In
137438;Sliding Two Fingers Up
38274;No gesture
95526;Turning Hand Clockwise
89147;Sliding Two Fingers Down
98581;Turning Hand Counterclockwise
82813;Thumb Down
38166;Sliding Two Fingers Left
40472;Swiping Up
22296;Drumming Fingers
140844;Zooming Out With Full Hand
137347;Swiping Down
3580;Zooming Out With Two Fingers
6595;Turning Hand Clockwise
48630;Zooming In With Full Hand
51515;Thumb Up
62651;Rolling Hand Backward
145720;Doing other things
50614;Thumb Down
120724;Rolling Hand Backward
106629;Sliding Two Fingers Left
138283;Thumb Down
18199;Stop Sign
140974;Pushing Two Fingers Away
28964;Turning Hand Counterclockwise
6787;Pushing Two Fingers Away
68030;Swiping Left
85240;Zooming In With Full Hand
84668;Shaking Hand
10379;Swiping Right
73660;Doing other things
108362;Sliding Two Fingers Left
134629;Shaking Hand
138543;Doing other things
66311;Zooming Out With Full Hand
10969;Zooming In With Two Fingers
10994;Doing other things
144452;Thumb Down
3333;Swiping Down
98731;Zooming In With Full Hand
1129;Stop Sign
9922;Pulling Hand In
271;Sliding Two Fingers Up
125136;Rolling Hand Forward
112170;Rolling Hand Backward
89753;Shaking Hand
121494;Pulling Two Fingers In
81883;Doing other things
139251;Doing other things
73447;Swiping Up
140888;Stop Sign
13004;Doing other things
31535;Drumming Fingers
20556;Pulling Two Fingers In
129703;Zooming In With Two Fingers
103821;Swiping Down
11088;Doing other things
77668;Turning Hand Clockwise
3111;Doing other things
32615;Turning Hand Clockwise
98194;Doing other things
124544;Zooming In With Two Fingers
103314;Sliding Two Fingers Down
112913;Doing other things
132631;Stop Sign
56006;Doing other things
31098;Swiping Up
104714;Doing other things
56539;Swiping Down
56087;No gesture
64394;Doing other things
114613;Rolling Hand Forward
89009;Sliding Two Fingers Left
34764;Swiping Down
37301;No gesture
16416;Sliding Two Fingers Left
49550;Doing other things
53194;Doing other things
104856;Turning Hand Clockwise
19961;Thumb Down
57970;Pushing Hand Away
120691;Thumb Down
134125;Swiping Down
48455;Rolling Hand Backward
127862;Thumb Down
24390;Pulling Hand In
141215;Pushing Two Fingers Away
51375;Doing other things
9328;Rolling Hand Forward
88251;Sliding Two Fingers Down
11915;Shaking Hand
85375;Shaking Hand
139027;Swiping Down
74307;Turning Hand Counterclockwise
28772;Pulling Two Fingers In
50961;Doing other things
135142;Doing other things
96789;Zooming Out With Two Fingers
126859;Swiping Down
17404;Zooming Out With Full Hand
31838;Stop Sign
146475;Sliding Two Fingers Down
109805;Zooming In With Two Fingers
143030;Turning Hand Clockwise
35881;Shaking Hand
21194;Stop Sign
38417;Sliding Two Fingers Right
42389;Swiping Right
130370;Sliding Two Fingers Down
104140;Rolling Hand Backward
133104;Zooming Out With Full Hand
73738;Drumming Fingers
114003;Swiping Left
39849;Zooming In With Two Fingers
60703;Zooming Out With Full Hand
49841;Zooming Out With Full Hand
24045;Stop Sign
66379;Zooming Out With Full Hand
147411;Pushing Hand Away
56280;Doing other things
95194;Sliding Two Fingers Up
69425;Thumb Down
27576;Doing other things
145164;Sliding Two Fingers Down
115394;Swiping Down
52288;Swiping Down
79798;Pushing Hand Away
29202;Stop Sign
36639;Shaking Hand
1424;Turning Hand Counterclockwise
4685;Zooming Out With Full Hand
32437;Drumming Fingers
25552;Shaking Hand
142320;Rolling Hand Forward
24538;Pulling Hand In
33857;Turning Hand Clockwise
41895;Turning Hand Clockwise
2430;Sliding Two Fingers Down
54648;Thumb Down
48132;Pushing Two Fingers Away
131140;Sliding Two Fingers Left
43132;Sliding Two Fingers Left
140209;Doing other things
28152;Drumming Fingers
125666;Sliding Two Fingers Left
110587;Sliding Two Fingers Down
134338;Drumming Fingers
99725;Zooming Out With Two Fingers
89756;Doing other things
123646;Swiping Left
96740;Stop Sign
113696;Drumming Fingers
27319;Rolling Hand Backward
2123;Zooming In With Full Hand
96963;Doing other things
95019;Doing other things
50404;Swiping Right
121163;Sliding Two Fingers Down
1263;Sliding Two Fingers Down
59231;Zooming In With Full Hand
52443;Swiping Left
143983;Swiping Down
70989;Sliding Two Fingers Left
4257;Rolling Hand Backward
35876;Sliding Two Fingers Down
117664;Doing other things
27090;Swiping Right
10581;Shaking Hand
146024;Thumb Up
10560;Sliding Two Fingers Down
33321;Swiping Down
119375;Thumb Down
120727;Thumb Down
109048;Zooming In With Full Hand
54228;No gesture
141730;Swiping Down
130544;Turning Hand Counterclockwise
19023;Pulling Hand In
33084;Zooming Out With Two Fingers
59146;Pulling Two Fingers In
29967;Pushing Hand Away
123735;Drumming Fingers
65670;Sliding Two Fingers Down
22616;Turning Hand Clockwise
33673;Thumb Up
87212;Stop Sign
90964;Turning Hand Counterclockwise
36052;Swiping Down
141527;Pushing Hand Away
64580;Doing other things
60060;Sliding Two Fingers Down
145983;Shaking Hand
120121;Sliding Two Fingers Down
28290;Thumb Down
63201;Thumb Up
116581;Pulling Two Fingers In
62874;Drumming Fingers
125627;Zooming In With Two Fingers
111018;Rolling Hand Backward
91904;Zooming Out With Full Hand
70156;Doing other things
131137;Rolling Hand Backward
23815;Swiping Down
9959;Zooming Out With Two Fingers
33595;Pulling Hand In
27191;Doing other things
42886;Zooming In With Full Hand
81198;Rolling Hand Forward
78879;Sliding Two Fingers Left
124469;Doing other things
133837;Sliding Two Fingers Down
125967;Doing other things
131046;Shaking Hand
70314;Doing other things
140539;Turning Hand Counterclockwise
110578;Stop Sign
32991;Stop Sign
92044;Swiping Down
102610;No gesture
106076;Sliding Two Fingers Right
136412;Thumb Down
119998;Turning Hand Clockwise
139073;Zooming In With Full Hand
9062;Swiping Down
8003;Shaking Hand
37829;Doing other things
16356;Sliding Two Fingers Down
37704;Zooming In With Full Hand
19567;Drumming Fingers
42842;Swiping Left
99665;Pulling Hand In
131625;Sliding Two Fingers Down
103009;Zooming Out With Full Hand
89902;Doing other things
125819;Shaking Hand
91804;Pushing Hand Away
28266;Zooming In With Full Hand
115190;Turning Hand Counterclockwise
81311;Rolling Hand Backward
2390;Pushing Two Fingers Away
101519;Swiping Down
132173;Swiping Down
129731;Zooming Out With Two Fingers
113699;Thumb Down
15870;Doing other things
72475;Thumb Down
53701;Zooming In With Full Hand
148087;Stop Sign
23697;Doing other things
121210;Swiping Left
126647;Pushing Two Fingers Away
47734;Zooming In With Two Fingers
67947;Pulling Two Fingers In
41218;Swiping Right
27297;Zooming In With Two Fingers
140476;Thumb Up
11745;Doing other things
86324;Swiping Right
128602;Zooming Out With Two Fingers
73922;Rolling Hand Forward
49426;Rolling Hand Backward
25031;Rolling Hand Forward
79775;Doing other things
118640;No gesture
86844;Turning Hand Clockwise
53295;Swiping Left
62095;Doing other things
18440;Pulling Hand In
47882;Doing other things
82680;Sliding Two Fingers Left
49386;Swiping Right
30624;Sliding Two Fingers Left
115809;Rolling Hand Forward
59280;Swiping Left
109501;Doing other things
37981;Sliding Two Fingers Left
17282;Pulling Two Fingers In
22756;Doing other things
104383;Stop Sign
613;Doing other things
108093;Doing other things
124855;Pushing Hand Away
91837;Thumb Down
111186;Drumming Fingers
142866;Swiping Right
132541;Swiping Right
136760;No gesture
96901;Zooming In With Full Hand
33630;Rolling Hand Backward
135627;Doing other things
123728;Sliding Two Fingers Down
46628;Doing other things
17753;No gesture
110254;Drumming Fingers
100758;Pulling Two Fingers In
12756;Swiping Down
61130;Thumb Down
74177;Drumming Fingers
122024;Doing other things
5749;Sliding Two Fingers Right
45618;Sliding Two Fingers Left
77296;Zooming Out With Two Fingers
11593;Rolling Hand Backward
84009;Sliding Two Fingers Left
125401;Sliding Two Fingers Left
13882;No gesture
23454;Sliding Two Fingers Left
97825;Zooming In With Full Hand
47057;Doing other things
61969;Sliding Two Fingers Down
146337;Sliding Two Fingers Right
42622;Doing other things
82525;Swiping Down
9408;Stop Sign
75035;Zooming Out With Full Hand
91384;Doing other things
82353;Sliding Two Fingers Down
97527;Swiping Down
143976;Doing other things
40753;Turning Hand Counterclockwise
139910;Pushing Two Fingers Away
40713;Thumb Up
63581;Sliding Two Fingers Down
77036;Pulling Hand In
124270;Zooming In With Full Hand
1993;Zooming In With Full Hand
127491;Rolling Hand Backward
110352;Zooming In With Full Hand
130020;Turning Hand Counterclockwise
117146;Pulling Hand In
52826;Doing other things
7871;Swiping Right
13256;Doing other things
110311;Pushing Two Fingers Away
81655;Doing other things
121209;Sliding Two Fingers Right
54672;Sliding Two Fingers Up
95113;Sliding Two Fingers Down
69703;Stop Sign
62701;Swiping Left
33733;Turning Hand Counterclockwise
134946;Sliding Two Fingers Up
105603;Rolling Hand Forward
86875;Doing other things
95053;Shaking Hand
117553;Thumb Down
14288;Shaking Hand
14177;Thumb Up
12722;Swiping Left
69932;Stop Sign
129007;Sliding Two Fingers Left
30116;Swiping Left
133350;Swiping Left
15645;Pulling Hand In
137012;Thumb Up
50863;Sliding Two Fingers Down
40661;Thumb Up
12332;Doing other things
68618;Turning Hand Counterclockwise
93935;Rolling Hand Forward
108808;Swiping Left
20835;Sliding Two Fingers Left
66593;Turning Hand Counterclockwise
35289;Sliding Two Fingers Left
86724;Thumb Down
46698;Sliding Two Fingers Down
22829;Swiping Right
95817;Pulling Hand In
51182;Turning Hand Clockwise
83490;Doing other things
72650;Drumming Fingers
130327;Sliding Two Fingers Up
98938;Sliding Two Fingers Left
62350;Sliding Two Fingers Down
147719;Pushing Hand Away
67041;Swiping Down
94100;Doing other things
51539;Doing other things
123129;Pulling Two Fingers In
14079;Thumb Up
15700;Pushing Two Fingers Away
114222;Zooming In With Full Hand
37398;Thumb Down
134530;Stop Sign
96073;Turning Hand Clockwise
141480;Pushing Hand Away
122734;Swiping Right
55800;Sliding Two Fingers Down
42983;Pulling Hand In
83135;No gesture
17405;Pulling Hand In
38239;Doing other things
30212;Stop Sign
113277;Zooming Out With Two Fingers
91794;Pulling Two Fingers In
94716;Sliding Two Fingers Down
24910;Sliding Two Fingers Left
69204;Swiping Right
123535;Drumming Fingers
40811;Zooming Out With Two Fingers
37240;Rolling Hand Backward
45211;Shaking Hand
41082;Shaking Hand
145273;Stop Sign
44704;Drumming Fingers
21256;Zooming Out With Two Fingers
76520;Pulling Two Fingers In
46935;Pushing Hand Away
105579;Pulling Two Fingers In
36082;Zooming Out With Full Hand
98764;Doing other things
137315;Swiping Up
37936;Pushing Hand Away
108505;Pushing Hand Away
102564;Doing other things
102357;Pushing Hand Away
36943;Sliding Two Fingers Down
49206;Turning Hand Clockwise
13195;Pushing Hand Away
134747;Pulling Two Fingers In
39998;Pulling Hand In
141710;Zooming In With Two Fingers
132087;Thumb Up
30741;Zooming In With Two Fingers
100118;Sliding Two Fingers Down
6901;Sliding Two Fingers Right
42007;Turning Hand Counterclockwise
86654;Pulling Hand In
24818;Swiping Down
68381;Zooming In With Two Fingers
40943;Pulling Two Fingers In
131878;No gesture
50902;Doing other things
120351;Doing other things
100035;Shaking Hand
300;Stop Sign
34656;Swiping Right
601;Swiping Down
136704;Doing other things
36800;Sliding Two Fingers Right
37571;Doing other things
143994;Stop Sign
66763;Zooming Out With Full Hand
71711;Zooming In With Full Hand
36750;Turning Hand Clockwise
129109;Zooming Out With Full Hand
106579;Swiping Down
129015;Swiping Down
9394;Zooming Out With Two Fingers
99598;Swiping Down
138792;Pulling Two Fingers In
39551;Thumb Down
143418;Drumming Fingers
143445;Swiping Down
62553;Swiping Left
99817;Pulling Hand In
13378;Sliding Two Fingers Right
24725;Sliding Two Fingers Left
32713;Doing other things
101495;Swiping Down
3766;Rolling Hand Backward
27530;Swiping Left
22649;No gesture
78883;Pulling Hand In
105848;Stop Sign
132801;Rolling Hand Forward
9257;Doing other things
135326;Swiping Right
128169;Sliding Two Fingers Down
111772;Stop Sign
45666;Drumming Fingers
87964;Sliding Two Fingers Down
39791;Swiping Right
40371;Sliding Two Fingers Left
136552;Drumming Fingers
5994;Pulling Two Fingers In
112005;Doing other things
134081;Pushing Hand Away
69899;Turning Hand Counterclockwise
51005;Drumming Fingers
17628;Rolling Hand Backward
36802;Sliding Two Fingers Down
30293;Rolling Hand Forward
125426;Pulling Two Fingers In
76279;Pushing Two Fingers Away
109234;Zooming Out With Two Fingers
146930;Pulling Two Fingers In
20439;Shaking Hand
115318;Doing other things
91282;Doing other things
8288;Shaking Hand
77458;Doing other things
26570;Swiping Up
60479;Swiping Down
93851;Pulling Two Fingers In
28977;Sliding Two Fingers Down
8630;Doing other things
102809;Doing other things
65394;Shaking Hand
97760;Doing other things
86437;Swiping Down
7568;Swiping Down
43643;Sliding Two Fingers Left
111780;Sliding Two Fingers Up
48553;Swiping Right
3176;Sliding Two Fingers Left
113182;Thumb Up
67950;Doing other things
136478;Sliding Two Fingers Left
87771;No gesture
47074;Turning Hand Counterclockwise
91038;Swiping Left
18687;Sliding Two Fingers Right
134025;Swiping Up
90739;Turning Hand Counterclockwise
15305;Doing other things
6771;Stop Sign
74875;Pulling Hand In
25765;Doing other things
91545;No gesture
74052;Sliding Two Fingers Down
127306;No gesture
70735;Swiping Left
27376;Pulling Hand In
32144;Shaking Hand
25931;Sliding Two Fingers Down
81106;Swiping Up
87867;Doing other things
133926;Doing other things
32240;Sliding Two Fingers Right
123578;Pushing Hand Away
76418;No gesture
94369;Rolling Hand Backward
104550;Pulling Hand In
63277;Turning Hand Clockwise
95178;Swiping Down
12262;Pulling Two Fingers In
32127;Sliding Two Fingers Down
137598;Sliding Two Fingers Down
49587;Rolling Hand Forward
91145;Swiping Down
21998;Zooming Out With Two Fingers
124127;Drumming Fingers
81089;Drumming Fingers
131627;Thumb Up
47727;Zooming Out With Two Fingers
90811;Thumb Down
58948;Rolling Hand Backward
91115;Zooming Out With Two Fingers
25617;Sliding Two Fingers Down
120685;Rolling Hand Backward
102724;Doing other things
23886;Doing other things
79771;Sliding Two Fingers Down
17696;Rolling Hand Forward
79187;Sliding Two Fingers Left
1295;Doing other things
33178;Doing other things
83440;Rolling Hand Backward
66816;Swiping Down
135436;Doing other things
41394;Doing other things
84318;Zooming In With Two Fingers
126720;Rolling Hand Backward
87499;Zooming Out With Full Hand
73044;Swiping Left
4772;Rolling Hand Forward
47341;Zooming Out With Two Fingers
43314;Sliding Two Fingers Down
66766;Stop Sign
25492;Shaking Hand
26295;Sliding Two Fingers Down
79808;Swiping Down
104577;Swiping Right
138753;Doing other things
51383;Sliding Two Fingers Up
60566;Swiping Down
24770;Swiping Left
4373;Doing other things
93226;Rolling Hand Backward
23609;Drumming Fingers
42577;Sliding Two Fingers Down
47296;Sliding Two Fingers Down
4027;Rolling Hand Backward
54019;Shaking Hand
98493;Sliding Two Fingers Up
91445;Drumming Fingers
98272;Sliding Two Fingers Right
137636;Drumming Fingers
50794;Zooming Out With Full Hand
61155;Drumming Fingers
9731;Pulling Two Fingers In
120265;Thumb Down
99895;Thumb Down
104778;Swiping Left
110942;Shaking Hand
12566;Pushing Two Fingers Away
41023;Swiping Down
98591;Zooming In With Full Hand
91063;Doing other things
92379;Pushing Two Fingers Away
146505;Shaking Hand
51479;Pushing Two Fingers Away
74854;Rolling Hand Backward
75209;Swiping Right
73509;Sliding Two Fingers Right
139328;No gesture
51549;Sliding Two Fingers Down
68759;Swiping Down
116956;Zooming In With Full Hand
53571;Thumb Up
109256;Drumming Fingers
129951;Pulling Hand In
17413;Sliding Two Fingers Right
128442;Sliding Two Fingers Down
109975;Sliding Two Fingers Down
20221;Doing other things
116752;Doing other things
47258;Swiping Up
4462;Sliding Two Fingers Down
92413;Stop Sign
24508;Zooming Out With Full Hand
1519;Shaking Hand
68955;Zooming Out With Full Hand
99286;Drumming Fingers
25222;Pushing Two Fingers Away
27832;Zooming In With Full Hand
7451;Zooming Out With Two Fingers
9339;No gesture
90115;Shaking Hand
117988;Swiping Right
30199;Swiping Right
110255;Sliding Two Fingers Left
35071;Zooming In With Full Hand
96733;Sliding Two Fingers Down
51567;Doing other things
35483;No gesture
144588;No gesture
109188;Thumb Up
84672;Doing other things
61976;No gesture
142036;Thumb Down
144828;Sliding Two Fingers Down
120339;Sliding Two Fingers Down
50070;Zooming Out With Two Fingers
97943;Swiping Right
86790;Sliding Two Fingers Right
77728;Drumming Fingers
63759;Doing other things
37111;Shaking Hand
50764;Doing other things
66002;Doing other things
28912;Zooming In With Two Fingers
35322;Swiping Down
118594;Pushing Two Fingers Away
125365;Zooming Out With Full Hand
21590;Doing other things
76355;Doing other things
109916;Swiping Down
